"Total debt service (% of exports of goods, services and primary income)",Short-term debt (% of total external debt),Real interest rate (%),Total reserves minus gold (in %),Trade (% of GDP),Imports of goods and services (current US$),Exports of goods and services (current US$),Current account balance (% of GDP),"Portfolio investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)",Real GDP (current US$),GDP growth (annual %),"Inflation, consumer prices (annual %)",Broad money growth (annual %),Broad money to total reserves ratio,REER 5 Year rolling,General government final consumption expenditure (% of GDP),Gross fixed capital formation (current US$),"Unemployment, total (% of total labor force) (national estimate)",Domestic credit to private sector (% of GDP),Lending interest rate (%),Deposit interest rate (%),Contagion,Soft peg,Peg,Real GDP growth (Annual percent change),Left Government (democ),Polity (polity),Durable (durable),Turnover (xconst),Legislative/Executive election (exrec),State fragility index (sfi),Years (poleff),Economic Effectiveness (ecoeff),Presist (presistance),Target
0,0,0.7216382771,0.006013489151,0.09933822476,0.06961219822,0.08512338231,0.5556877383,0.3313122918,0.0271912393,0.1365725792,0.8283470666,0.08212450699,0.2233232235,0.1428505959,0.7971412043,0.3628655251,0.1072722876,0.2638376349,0.1260450239,0.1324124214,0.09316327274,0,1,0,0.8898678414,0.9693877551,0.9591836735,0,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.01063829787,0
0,0,0.7130196396,0.005987431978,0.08575502696,0.0843427008,0.08873849812,0.4514874409,0.3293214106,0.02576039441,0.1621633151,0.6263543359,0.07147987975,0.2124369434,0.1532827429,0.7785617655,0.4274231414,0.1419104312,0.269372685,0.1453228051,0.1298296,0.09235806839,0,1,0,0.6740088106,0.9693877551,0.9591836735,0.008620689655,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,0
0,0,0.7038100103,0.005000902471,0.08067985094,0.09784427167,0.09310043924,0.3976402303,0.3246223492,0.02250319039,0.1747077826,0.7416221349,0.09263104374,0.1953367477,0.1790619063,0.765989922,0.4441586933,0.1863999372,0.2560885649,0.1540051593,0.126230825,0.08973664673,0,1,0,0.7973568282,0.9693877551,0.9591836735,0.01724137931,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,0
0,0,0.6927761604,0.003871755546,0.07850926603,0.115804705,0.1034929056,0.3668076169,0.308780384,0.02369861626,0.199783944,0.7786316518,0.09822244552,0.2258397274,0.2345975883,0.7713382515,0.4272022226,0.2272382817,0.2516605249,0.1523344933,0.1215499261,0.08659278335,0,1,0,0.8370044053,0.9693877551,0.9591836735,0.02586206897,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,0
0,0,0.682586564,0.004576346519,0.0760092597,0.1180450322,0.1127855448,0.4013564957,0.2934494673,0.02103623702,0.2148649425,0.5904237753,0.07525732408,0.1808876336,0.1995637252,0.7616345015,0.4508395414,0.2320917953,0.2627306249,0.1464558974,0.1164755069,0.08309873892,0,1,0,0.6343612335,0.9693877551,0.9591836735,0.03448275862,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,0
0,0,0.6781057143,0.004928608926,0.07169089532,0.1228426898,0.1226168303,0.4280335828,0.2710931146,0.01986352608,0.2369704605,0.6183228519,0.06486040163,0.1914961866,0.1904436138,0.7584928488,0.4269072637,0.2523521929,0.3036900479,0.1458041781,0.1113346688,0.07956527861,0,1,0,0.6651982379,0.9693877551,0.9591836735,0.04310344828,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,0
0,0,0.6786408513,0.005325821668,0.07579006066,0.1539233487,0.1474844879,0.3966909374,0.2919319387,0.02042158058,0.2686635532,0.7165977128,0.07564439172,0.2050652169,0.1767098826,0.7724195148,0.3905443172,0.2980327872,0.2594095949,0.1481670733,0.10616483,0.07619242978,0,1,0,0.7709251101,0.9693877551,0.9591836735,0.05172413793,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,0
0,0,0.6731863125,0.005574617194,0.08470018424,0.2051278809,0.1930407518,0.3801706361,0.2624230609,0.02367944778,0.3241510727,0.73081371,0.06250275279,0.1851050055,0.1656794985,0.8462902069,0.3724102189,0.3716308085,0.212915122,0.1451978123,0.1020058434,0.07378669128,0,1,0,0.7841409692,0.9693877551,0.9591836735,0.06034482759,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,0
0,0,0.7011363385,0.005376204374,0.08514580621,0.2303249827,0.200490213,0.332993233,0.2441685591,0.02396643956,0.3561846475,0.6599652419,0.06576992633,0.1866230192,0.1784601836,0.9149933034,0.3993265587,0.4044111318,0.211808112,0.1584779024,0.1459179469,0.1063376017,0,1,0,0.7092511013,0.9693877551,0.9591836735,0.06896551724,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,1
0,0,0.732587202,0.003275212245,0.09656855548,0.2252638306,0.2140503253,0.3781994087,0.2480340029,0.0260399967,0.3352286549,0.5892692979,0.0621949626,0.1757244611,0.3037218706,0.9591155716,0.3855365853,0.3588733575,0.273800725,0.1779751945,0.1602507505,0.1136924144,1,1,0,0.6343612335,0.9693877551,0.9591836735,0.0775862069,0.9894736842,0.9895833333,0.3333333333,0.6666666667,0,0.1063829787,1
0,0,0.8304135742,0.01374510353,0.1223144053,0.1498083295,0.20078667,0.642881684,0.332085596,0.04256455104,0.2359082185,0.1248541068,0.08482982907,0.2590965162,0.08532819495,0.8615845523,0.4771387804,0.207934098,0.7553505517,0.1987333636,0.2203337454,0.1398379835,0,0,0,0.1365638767,0.9795918367,0.9795918367,0.08620689655,0.9894736842,1,0.1666666667,0.3333333333,0,0.1063829787,1
0,0,0.8451597619,0.01512180298,0.1018228939,0.1828301762,0.2149088379,0.512582134,0.2760048885,0.05254254943,0.3114307367,0.8069439745,0.0355013559,0.2613645729,0.0915423158,0.7538907236,0.4520577375,0.2633688083,0.6867158786,0.2193155592,0.1164429925,0.0835973635,0,0,0,0.8678414097,0.9795918367,0.9795918367,0.09482758621,0.9894736842,1,0.1666666667,0.3333333333,0,0.2234042553,1
0,0,0.7282371966,0.01702277889,0.1166786193,0.251272799,0.2594698269,0.4566613849,0.2599205927,0.04987911917,0.3480550887,0.7080560488,0.04614801687,0.2487390615,0.09333702568,0.6141266486,0.4385081096,0.3231295451,0.4343173339,0.2392294973,0.101418565,0.08350082061,0,0,0,0.7621145374,0.9795918367,0.9795918367,0.1034482759,0.9894736842,1,0.1666666667,0.3333333333,0,0.2234042553,0
0,0,0.6095959896,0.01920210354,0.1075964631,0.2258722662,0.2308418634,0.4272937996,0.2893793887,0.03632020646,0.3251535052,0.5350949459,0.059453762,0.6356027737,0.1554235805,0.422158206,0.5041757901,0.2973968756,0.3944649473,0.3671758443,0.08664429925,0.06090100843,0,0,0,0.577092511,0.9795918367,0.9795918367,0.1120689655,0.9894736842,1,0.1666666667,0.3333333333,0,0.2234042553,0
0,0,0.5932944577,0.01981392523,0.09851572628,0.2430651125,0.2477293524,0.4327084914,0.3236282548,0.03097354787,0.3688946445,0.6531609165,0.04985169831,0.1747936134,0.1547054954,0.2993405359,0.5031459895,0.3366287736,0.3225092179,0.4054650706,0.07006003885,0.05201028621,0,0,0,0.7004405286,0.9795918367,0.9795918367,0.1206896552,0.9894736842,1,0.1666666667,0.3333333333,0,0.2234042553,0
0,0,0.5603699622,0.02269987869,0.1051350659,0.2840248924,0.2929346344,0.4532842128,0.2323988266,0.03306936766,0.4074931369,0.4650172298,0.05539226105,0.1034801123,0.1266040045,0.3145111599,0.5346655847,0.3882837624,0.3557195444,0.3992265444,0.06065689564,0.04466425017,0,0,0,0.4977973568,0.9795918367,0.9795918367,0.1293103448,0.9894736842,1,0.1666666667,0.3333333333,0,0.2234042553,0
0,0,0.5603114071,0.02583642692,0.125876179,0.3585920896,0.3874922192,0.4978948575,0.2899572128,0.04447566883,0.4568817529,0.5492736557,0.0559501987,0.1250156963,0.1056665101,0.3376554477,0.5527348334,0.4351390232,0.3634686408,0.377866481,0.05478544941,0.04069721518,0,0,0,0.59030837,0.9795918367,0.9795918367,0.1379310345,0.9894736842,1,0.1666666667,0.3333333333,0,0.2234042553,0
0,0,0.6243355185,0.02311779558,0.1219093452,0.4201955622,0.438628144,0.4467890364,0.3444390762,0.04083161582,0.5430310106,0.5127431429,0.04978934058,0.1294212706,0.1231125962,0.4025076196,0.5892100595,0.5038892547,0.3701107009,0.3959253949,0.04929660368,0.0390910926,0,0,0,0.550660793,0.9795918367,0.9795918367,0.1465517241,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.6850624947,0.02331181483,0.1273685972,0.5021574987,0.4991358203,0.4230873361,0.4514286157,0.03092341499,0.6146772038,0.5520246058,0.04602415122,0.1651705737,0.1324677191,0.5120234057,0.6282544859,0.5681065896,0.3446494444,0.4443440814,0.05625698982,0.04732356787,0,0,0,0.5947136564,0.9795918367,0.9795918367,0.1551724138,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.6077318464,0.02297082275,0.1349288874,0.5826390987,0.5834948669,0.4379508951,0.4713121183,0.02895424694,0.6633992584,0.57402152,0.04817550857,0.1542139267,0.1383865164,0.6071843361,0.6338014313,0.6255704953,0.3180811779,0.4724581276,0.06621931838,0.05438875188,0,0,0,0.6167400881,0.9795918367,0.9795918367,0.1637931034,0.9894736842,1,0,0,0,0.2234042553,1
0,0,0.6143649396,0.01966666027,0.1857002725,0.6832164507,0.6642038104,0.422412479,0.338533208,0.03425660854,0.5938927572,0.4594974163,0.06392471977,0.1615673812,0.1762652233,0.6218357644,0.6803194983,0.5742563696,0.3125461279,0.5245311641,0.07710871741,0.06172601129,0,0,0,0.4933920705,0.9795918367,0.9795918367,0.1724137931,0.9894736842,1,0,0,0,0.2234042553,1
0,0,0.5347916333,0.02951495585,0.1636885287,0.5262512839,0.5675647796,0.4938806174,0.04984249937,0.03236691922,0.5346321898,0.368246581,0.04980925358,0.1481692097,0.1168016387,0.5763570992,0.7273263738,0.5153012791,0.3568265544,0.508865129,0.05028253576,0.03657220091,0,0,0,0.3964757709,0.9795918367,0.9795918367,0.1810344828,0.9894736842,1,0,0,0,0.2234042553,1
0,0,0.5605999058,0.02624530398,0.176042428,0.6905486688,0.7174613485,0.4711381337,0.09735439355,0.03025516638,0.6460934904,0.6153370647,0.05115491217,0.1228836206,0.1287862324,0.4977344104,0.692320606,0.6118035895,0.3523985144,0.4761253762,0.04785449408,0.04051290603,0,0,0,0.6607929515,0.9795918367,0.9795918367,0.1896551724,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.6212975036,0.02498613882,0.2092773228,0.8924475215,0.8902577709,0.4472549873,0.2547185604,0.02940938096,0.7144473317,0.4871438009,0.0591547939,0.119628237,0.1361171218,0.3853710491,0.7052097732,0.6686661514,0.3158671579,0.4862845287,0.05219553829,0.04362860829,0,0,0,0.5242290749,0.9795918367,0.9795918367,0.1982758621,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.6097777142,0.02603882594,0.2090239898,0.8953366204,0.9210875596,0.5005436968,0.289155906,0.02878657702,0.7283289069,0.4344085632,0.04561727154,0.1152960711,0.1305446518,0.2921932008,0.729264138,0.6685391037,0.2959409514,0.4789998408,0.04580905292,0.03887167695,0,0,0,0.4669603524,0.9795918367,0.9795918367,0.2068965517,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.5919594622,0.02566324525,0.1914145095,0.872052023,0.9365020156,0.5395037904,0.3758149773,0.03195607369,0.7801993013,0.4657330638,0.03909677502,0.1142115733,0.1337871546,0.3238700902,0.7515883774,0.7057066507,0.2892988914,0.469840448,0.03252104303,0.03034079639,0,0,0,0.5022026432,0.9795918367,0.9795918367,0.2155172414,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.5827079135,0.0248748782,0.1742004677,0.8657978423,0.9456542179,0.5385985804,0.4903264615,0.02680286489,0.8428466566,0.4672843403,0.03890114999,0.1368989473,0.1452253869,0.4487443815,0.7706871914,0.7606936884,0.3258302479,0.4822880991,0.02581081877,0.02660195368,0,0,0,0.5022026432,0.9795918367,0.9795918367,0.224137931,0.9894736842,1,0.08333333333,0.3333333333,0,0.2234042553,0
0,0,0.477141382,0.02550783722,0.1472639999,0.7219732893,0.8391544621,0.5723803307,0.5922179017,0.02100718197,0.8143989955,0.45111815,0.03471640317,0.1371982988,0.1446208079,0.5711279377,0.7598051141,0.7525472112,0.3778597709,0.4846680888,0.01292012479,0.01894873573,0,0,0,0.4845814978,0.9795918367,0.9795918367,0.2327586207,0.9894736842,1,0.08333333333,0.3333333333,0,0.2234042553,0
0,0,0.5130765981,0.0251339168,0.1342937923,0.6841684604,0.801678676,0.5585961086,0.6861366621,0.02986432721,0.8425509663,0.4567806633,0.0366698792,0.1302891104,0.1505223238,0.6920863082,0.7718238408,0.7890481672,0.3889298973,0.4955798726,0.009991759374,0.01629819465,0,0,0,0.4889867841,0.9795918367,0.9795918367,0.2413793103,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.508558403,0.02435363657,0.142544873,0.801033883,0.8853096116,0.5180210764,0.6370393867,0.03484318854,0.9071009613,0.4655245745,0.04383028374,0.1172264347,0.155336721,0.8025260239,0.7855673177,0.9058290736,0.3889298973,0.502353034,0.01191947731,0.01748303917,0,0,0,0.5022026432,0.9795918367,0.9795918367,0.25,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.5769868023,0.02377172974,0.1469270489,0.8766054987,0.9583520914,0.5149911304,0.5808601314,0.02817336993,0.9778170521,0.4551581717,0.0403813443,0.1276720505,0.1657717076,0.9013727155,0.8341632703,0.9274788648,0.4077490674,0.5213009479,0.01520101242,0.02123065851,0,0,0,0.4889867841,0.9795918367,0.9795918367,0.2586206897,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.6178521114,0.02516239842,0.1393454694,0.8212880099,0.8638063451,0.4962007124,0.5536991688,0.02610730406,0.9496691592,0.4278922376,0.03233610986,0.1352971395,0.1666604665,0.9394932555,0.9129713117,0.879472213,0.3999999974,0.5623582786,0.01137500736,0.01940512028,0,0,0,0.4581497797,0.9795918367,0.9795918367,0.2586206897,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.5171345018,0.02751311211,0.1239989361,0.7314822857,0.7948899973,0.5180511197,0.5502946918,0.02529601803,0.9228067645,0.3006503198,0.03347194123,0.1477667553,0.1665935687,0.9247393913,0.9883806574,0.9020803264,0.4199262038,0.6173064674,0,0.01212052063,0,0,0,0.3215859031,0.9795918367,0.9795918367,0.2586206897,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.4848713208,0.02618290815,0.148747764,0.9329739883,0.999581296,0.5239509388,0.4310825307,0.02529601803,1,0.5009320279,0.04790871427,0.1477667553,0.1665935687,0.9245042312,1,1,0.3878228873,0.6173064674,0.001456825004,0.01249791555,0,0,0,0.5374449339,0.9795918367,0.9795918367,0.2586206897,0.9894736842,1,0,0,0,0.2234042553,0
0,0,0.4841345978,0.0574143396,0.9256716095,0.03208355474,0.03068112619,0.137575058,0.3254257578,0.190918059,0.04053302228,0.7513140111,0.09228997964,0.2430359214,0.00901149528,0.240022581,0.3424425202,0.007239346283,0.1841328355,0.2276956862,0.1575136853,0.09856151098,0,1,0,0.8061674009,0.8979591837,0.8571428571,0.1293103448,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.7243950534,0.05537581876,0.8994939283,0.03716868959,0.03609897572,0.1968369359,0.3257511057,0.2131511744,0.04205482327,0.7801879429,0.08975074741,0.2294567266,0.011915834,0.240022581,0.3224240344,0.009493421378,0.1675276722,0.2538487054,0.191476838,0.112691879,0,1,0,0.8370044053,0.8979591837,0.8571428571,0.1379310345,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.6576514079,0.05481415829,0.8355867357,0.03926003067,0.0383929028,0.2462734554,0.3256471621,0.183713204,0.04316069916,0.6275565236,0.05834736757,0.187265372,0.01368333022,0.240022581,0.4247546816,0.01196817064,0.150922509,0.2732663415,0.1311436812,0.07588270916,0,1,0,0.6740088106,0.8979591837,0.8571428571,0.1465517241,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.6664893784,0.0541553345,0.7431781146,0.03852825535,0.03821015693,0.3453284122,0.325756159,0.1234800962,0.04418533947,0.6872456784,0.03832425414,0.1614114992,0.01414459426,0.3074017357,0.4240946391,0.01343845066,0.1719557255,0.2955689465,0.1103508152,0.06639517637,0,1,0,0.7400881057,0.8979591837,0.8571428571,0.1551724138,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.7781828403,0.0548349113,0.6962032702,0.04039679334,0.03984431781,0.3771011018,0.3263091,0.1271113476,0.04548947821,0.6970191161,0.04866441431,0.1246303407,0.01239901222,0.3457509645,0.4163466045,0.01508476737,0.2826568314,0.2944305522,0.1221525693,0.07335504086,0,1,0,0.7488986784,0.8979591837,0.8571428571,0.1637931034,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.8067866165,0.06985231033,0.6751394271,0.0378879988,0.03752314184,0.4184223336,0.3245537774,0.1081532109,0.0454035027,0.3100754727,0.03305110458,0.108721389,0.005922032767,0.3772440119,0.6300550878,0.01275537765,0.4575645703,0.3036826254,0.0929277768,0.05248422401,0,1,0,0.3348017621,0.8979591837,0.8571428571,0.1724137931,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.7539499491,0.07252968621,0.6532786424,0.03522543183,0.03550058681,0.4555448041,0.3284491035,0.1709797576,0.0450641435,0.3908554385,0.01931531259,0.1487509775,0.007825111305,0.3469610686,0.5745938718,0.01047851364,0.7420664316,0.2904534038,0.0709576785,0.04108338672,0,1,0,0.4185022026,0.8979591837,0.8571428571,0.1810344828,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.6608185306,0.07585988296,0.7241555511,0.04415156633,0.04438964074,0.4077089351,0.3241358636,0.2442084846,0.04615652363,0.7794485435,0.03336901258,0.2124289713,0.008812021244,0.2860288701,0.4856007955,0.01090528369,0.5383763798,0.2751166328,0.05824356937,0.03028813663,0,1,0,0.8370044053,0.8979591837,0.8571428571,0.1896551724,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.4831084377,0.07009275746,0.8058630953,0.05884189558,0.06113867877,0.5822870593,0.3270724666,0.2584506971,0.04790686024,0.7985865444,0.04072989371,0.1713987869,0.01045176209,0.2163590124,0.3583726067,0.0125293845,0.3778597709,0.2579533938,0.0558449585,0.02872589719,0,1,0,0.859030837,0.8979591837,0.8571428571,0.1982758621,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.5348299899,0.0696481515,0.7770204548,0.06817031457,0.07148761246,0.6271163042,0.3259006691,0.1755750299,0.05076641343,0.7531822149,0.04678326784,0.2296227376,0.01319363237,0.1525555318,0.3488866877,0.01601240738,0.2450184385,0.2709076151,0.06021543352,0.03372857406,0,1,0,0.8105726872,0.8979591837,0.8571428571,0.2068965517,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.5551349916,0.0801558769,0.7694183684,0.08066592886,0.08405557704,0.6037626701,0.3310804244,0.2755701184,0.05364990869,0.7392937733,0.05499383352,0.2134967467,0.009519672061,0.1126910743,0.3321340695,0.01922758897,0.3774907623,0.2693808934,0.08053740656,0.04909644634,0,1,0,0.7929515419,0.8979591837,0.8571428571,0.2155172414,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.5716903951,0.07837863821,0.7214565436,0.094625037,0.1008445785,0.6486560746,0.3303780103,0.1969886783,0.05859641717,0.6105520523,0.05473579114,0.1647348266,0.01067124049,0.1273770911,0.3116780836,0.02561476816,0.2261992684,0.2722517154,0.08443698864,0.04865761504,0,1,0,0.6563876652,0.8979591837,0.8571428571,0.224137931,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.6242402241,0.07987517378,0.6919540852,0.1046700624,0.1110844786,0.6617668482,0.3120857786,0.08738194973,0.06296832151,0.6085549861,0.04617676744,0.1417582648,0.0102403249,0.1631849829,0.2792360149,0.03142691393,0.3269372579,0.2771870076,0.05563894285,0.03011260411,0,1,0,0.6519823789,0.8979591837,0.8571428571,0.2327586207,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.5311946715,0.08330621073,0.6968897369,0.1237926592,0.1293024212,0.5676057831,0.35223581,0.1462878064,0.06687035447,0.8066443013,0.04636985542,0.1389016128,0.00663759736,0.2046940476,0.2935448603,0.03611733576,0.3247232379,0.2767243961,0.04567661428,0.02412694512,0,1,0,0.8678414097,0.8979591837,0.8571428571,0.2413793103,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.5476921034,0.08248649828,0.7034594494,0.1491766562,0.1619875337,0.7500542483,0.3671000892,0.2113425694,0.07380968386,0.7916859587,0.05233902486,0.1775664608,0.0068154255,0.2483951601,0.2288844399,0.04247070785,0.3202951979,0.2776125091,0.05432927188,0.03150808766,0,1,0,0.8502202643,0.8979591837,0.8571428571,0.25,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.5745262598,0.08171035427,0.7720624007,0.1952957161,0.2107745875,0.7720506253,0.4061614235,0.2449269761,0.08143718139,0.6305672602,0.04218272998,0.139197633,0.006497256635,0.2810822309,0.2350771077,0.05055382724,0.3501844944,0.3064791479,0.06299664489,0.03680039319,0,1,0,0.6784140969,0.8979591837,0.8571428571,0.2586206897,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.6306294112,0.0833421406,0.747316723,0.2076767534,0.2242376167,0.7320090711,0.4076694592,0.2158706789,0.08683448368,0.6427320499,0.03969921094,0.1475503671,0.006062167498,0.3135672081,0.289042771,0.06354896886,0.3800737909,0.3286203141,0.06106892695,0.03580863444,0,1,0,0.6916299559,0.8979591837,0.8571428571,0.2672413793,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.6482182707,0.07429937032,0.7214012425,0.209577214,0.2247312214,0.7521966636,0.4341996741,0.2799198761,0.08913788194,0.6774529711,0.04426649741,0.1506294452,0.01026167356,0.3450874413,0.2741438226,0.06710695352,0.2616236149,0.3397085497,0.06217258226,0.03645810478,1,1,0,0.7268722467,0.8979591837,0.8571428571,0.275862069,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.7791436213,0.09136593217,0.6937534278,0.168309153,0.1893522802,0.8854120126,0.3168265006,0.1331402462,0.08245121772,0.2456198525,0.02754725654,0.2799507471,0.01389630075,0.3680826619,0.3304987309,0.05666813082,0.3623616308,0.386283508,0.08193536995,0.04838553963,0,1,0,0.2643171806,0.8979591837,0.8571428571,0.2844827586,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.8087084465,0.09316800224,0.7510085588,0.1864471177,0.2020505477,0.787194256,0.4150949273,0.3835946462,0.08382712055,0.570685266,0.02963956208,0.1392937257,0.01567689778,0.3569031637,0.3222912879,0.05177774848,0.5217712033,0.3650548406,0.0529460239,0.01762346519,0,1,0,0.6123348018,0.8979591837,0.8571428571,0.2931034483,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.5322182092,0.08680648141,0.8164138344,0.229176906,0.2400043477,0.6558882873,0.4388810999,0.2877689559,0.08547038003,0.7071306297,0.03954051612,0.07092540808,0.01209267176,0.3401769645,0.4081071223,0.05395004784,0.3944649473,0.3380104993,0.05353464006,0.01792187047,0,1,0,0.7577092511,0.8979591837,0.8571428571,0.3017241379,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.7336591841,0.08766233571,0.7810541871,0.2022774486,0.2176916906,0.7278515081,0.4476356465,0.3346752216,0.08495477372,0.2916566398,0.03685769437,0.1221005627,0.01511341356,0.3163553604,0.493030302,0.04806177051,0.4011070074,0.4151080341,0.05026782035,0.01590324647,0,1,0,0.3127753304,0.8979591837,0.8571428571,0.3103448276,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.6876990998,0.09246390162,0.7821190488,0.2075802397,0.2258543871,0.7373668379,0.3999364692,0.1281492593,0.08602259185,0.4969126705,0.02663311135,0.08204091927,0.01160862456,0.2811626166,0.5107253395,0.04278056737,0.6103321092,0.3622788969,0.04492612867,0.009048701498,0,1,0,0.5330396476,0.8979591837,0.8571428571,0.3189655172,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.7207768706,0.1026641954,0.8465692185,0.2311121504,0.2624926342,0.9391711979,0.4331230387,0.3098463335,0.08933802871,0.5225950208,0.03325563226,0.1363063699,0.009615623466,0.2438294741,0.4779894756,0.04176679181,0.6413283893,0.3734893675,0.04423450468,0.005186986019,0,1,0,0.5594713656,0.8979591837,0.8571428571,0.3275862069,0.9578947368,0.9583333333,0.25,0.3333333333,0,0.5638297872,0
0,0,0.5107760808,0.1019626852,0.9035887129,0.2929442474,0.326925498,0.8322966776,0.4213745164,0.3727121073,0.09542480869,0.7441879335,0.04175717047,0.1245479949,0.007358852947,0.2244755337,0.3938610363,0.0484113706,0.6313653257,0.3366958512,0.04411678145,0.004142567514,0,1,0,0.7973568282,0.8979591837,0.8571428571,0.3362068966,0.9578947368,0.9583333333,0.1666666667,0,0,0.5638297872,0
0,0,0.583054278,0.09467396525,0.9479437684,0.3391218662,0.3824834292,0.9168649778,0.3304840686,0.2703563129,0.1036100965,0.6384138739,0.03264608453,0.1242736031,0.008808232349,0.2014474858,0.361487513,0.05143098381,0.6036900492,0.3102579655,0.04411678145,0.004537515688,0,1,0,0.6872246696,0.9183673469,0.8775510204,0.3448275862,0.9578947368,0.9895833333,0.1666666667,0,0,0.5638297872,0
0,0,0.5855063704,0.0955179564,0.9595162426,0.3988514052,0.450728256,0.994637051,0.4126526605,0.4588504077,0.1148791692,0.705833956,0.03660521365,0.2095400248,0.01109472309,0.180473862,0.3622395652,0.05972158644,0.4808118068,0.2901975332,0.04433751251,0.005897892732,0,1,0,0.7577092511,0.9183673469,0.8775510204,0.3534482759,0.9578947368,0.9895833333,0.1666666667,0,0,0.5638297872,0
0,0,0.4456739931,0.0938490067,0.8866149525,0.4468645524,0.5121862794,1,0.5810147923,0.45608262,0.1282557295,0.7064403028,0.04501219989,0.1709883763,0.01100934059,0.1682266725,0.3030410352,0.07707603042,0.4166051738,0.2945243394,0.04464653599,0.005467838054,0,1,0,0.7577092511,0.9183673469,0.8775510204,0.3620689655,0.9578947368,0.9895833333,0.1666666667,0,0,0.5638297872,0
0,0,0.7073707364,0.09376209366,0.9875819917,0.5492463652,0.5900221942,0.741792494,0.2631479363,0.1343650755,0.1425686998,0.412254417,0.07830878183,0.1621659266,0.01540029499,0.1797004927,0.378081871,0.09491385936,0.4232472338,0.3453738037,0.04552946024,0.00430932341,0,1,0,0.4449339207,0.9183673469,0.8775510204,0.3706896552,0.9578947368,0.9895833333,0.1666666667,0,0,0.5638297872,0
0,0,0.5484591353,0.1008514642,0.8019351033,0.442060066,0.492874955,0.7698207064,0.4717084573,0.2192133308,0.1382449234,0.3409264092,0.03390946793,0.1575588138,0.01545344098,0.1942536468,0.364008924,0.09813600661,0.6335793457,0.34129781,0.04552946024,0.002975276244,0,1,0,0.3656387665,0.9183673469,0.8775510204,0.3793103448,0.9578947368,0.9895833333,0.1666666667,0,0,0.5638297872,0
0,0,0.6144601829,0.09813884288,0.8288968993,0.5606730837,0.6319875674,0.9098569429,0.4896136219,0.4040957484,0.165021367,0.9324103465,0.05030370571,0.1397842307,0.01385636452,0.2216011935,0.3456992412,0.1075824502,0.4409593939,0.3331580049,0.04552946024,0.002062507131,0,1,0,1,0.9183673469,0.8775510204,0.3879310345,0.9578947368,0.9895833333,0.1666666667,0,0,0.5638297872,0
